answer_body,truth,answer_id
"[""There are more than a few people who don't like <code>break</code> and <code>continue</code>."", 'The latest complaint I saw about them was in <em>JavaScript: The Good Parts</em> by Douglas Crockford.', ""But I find that sometimes using one of them really simplifies things, especially if your language doesn't include a <code>do-while</code> or <code>do-until</code> style of loop."", 'I tend to use <code>break</code> in loops that are searching a list for something.', ""Once found, there's no point in continuing, so you might as well quit."", 'I use <code>continue</code> when doing something with most elements of a list, but still want to skip over a few.', 'The <code>break</code> statement also comes in handy when polling for a valid response from somebody or something.', 'Instead of:', 'You could eliminate some duplication and use:', 'The <code>do-until</code> loop that I mentioned before is the more elegant solution for that particular problem:', 'No duplication, and no <code>break</code> needed either.']","[3, 4, 5, 6]",6446
"['When you fire a shell script, it runs a new instance of that shell (<code>/bin/bash</code>).', 'Thus, your script just fires up a shell, changes the directory and exits.', 'Put another way, <code>cd</code> (and other such commands) within a shell script do not affect nor have access to the shell from which they were launched.']",[2],255417
"[""A string is a collection of char's (16bit unsigned)."", ""So if you are going to convert negative numbers into a string, they'll be lost in translation.""]",[],1536070
"['No, ""message"" is not forbidden.', ""It's just deprecated."", 'You application will work fine with using message.', 'But you may want to get rid of the deprecation error, of course.', 'When you create custom Exception classes for your application, many of them do not subclass just from Exception, but from others, like ValueError or similar.', 'Then you have to adapt to their usage of variables.', ""And if you have many exceptions in your application it's usually a good idea to have a common custom base class for all of them, so that users of your modules can do"", ""And in that case you can do the <code>__init__ and __str__</code> needed there, so you don't have to repeat it for every exception."", 'But simply calling the message variable something else than message does the trick.', 'In any case, you only need the <code>__init__ or __str__</code> if you do something different from what Exception itself does.', 'And because if the deprecation, you then need both, or you get an error.', ""That's not a whole lot of extra code you need per class."", ';)']",[6],1319680
"['You cannot share cookies across domains.', 'You can however allow all subdomains to have access.', 'To allow all subdomains of <code>example.com</code> to have access, set the domain to <code>.example.com</code>.', ""It's not possible giving <code>otherexample.com</code> access to <code>example.com</code>'s cookies though.""]","[2, 3]",3342172
"['<code>@staticmethod</code> just disables the default function as method descriptor.', 'classmethod wraps your function in a container callable that passes a reference to the owning class as first argument:', 'As a matter of fact, <code>classmethod</code> has a runtime overhead but makes it possible to access the owning class.', 'Alternatively I recommend using a metaclass and putting the class methods on that metaclass:']","[0, 3]",136246
"[""Besides the possible security issues if you are executing user-submitted code, most of the time there's a better way that doesn't involve re-parsing the code every time it's executed."", 'Anonymous functions or object properties can replace most uses of eval and are much safer and faster.']",[1],86555
"['Use the <code>toInteger()</code> method to convert a <code>String</code> to an <code>Integer</code>, e.g.', 'BIGBLOCK', 'An alternative, which avoids using a deprecated method (see below) is', 'BIGBLOCK', 'If you need to check whether the <code>String</code> <em>can</em> be converted before performing the conversion, use', 'BIGBLOCK', 'Grails', ""If you're converting a request parameter in a Grails controller, there's an even better way"", 'BIGBLOCK', ""One of the nice features of this technique is that it's safe, i.e."", 'if the parameter cannot be converted to an <code>Integer</code> it returns null rather than throwing an exception.', 'Deprecation Update', 'In recent versions of Groovy one of the  <code>toInteger()</code> methods has been deprecated.', 'The following is taken from <code>org.codehaus.groovy.runtime.StringGroovyMethods</code> in Groovy 2.4.4', 'BIGBLOCK', 'You can force the non-deprecated version of the method to be called using something awful like:', 'BIGBLOCK', 'Personally, I much prefer:', 'BIGBLOCK']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1716699
"['Thanks for all the great answers, I found a solution that best suits my needs.']",[0],3072530
"['I think everything is answered here already, but I just want to add that you should beware of <code>typedef</code>s!', ""They're NOT just text replacements."", 'For example:', 'The type of <code>astring</code> is <code>char * const</code>, not <code>const char *</code>.', 'This is one reason I always tend to put <code>const</code> to the right of the type, and never at the start.']",[],1143344
"['One gotcha I have found is where two objects contain references to each other (one example being a parent/child relationship with a convenience method on the parent to get all children).', 'These sorts of things are fairly common when doing Hibernate mappings for example.', ""If you include both ends of the relationship in your hashCode or equals tests it's possible to get into a recursive loop which ends in a StackOverflowException."", 'The simplest solution is to not include the getChildren collection in the methods.']",[2],40669
['Use this <code>bitmap.recycle();</code> This helps without any image quality issue.'],[0],4117431
"['As others have mentioned: CSS-3 says that you can use the <code>rgba(...)</code> syntax to specify a border color with an opacity (alpha) value.', ""here's a quick example if you'd like to check it."", 'It works in Safari and Chrome (probably works in all webkit browsers).', 'It works in Firefox', 'I doubt that it works at all in IE, but I suspect that there is some filter or behavior that will make it work.', ""There's also this stackoverflow post, which suggests some other issues--namely, that the border renders on-top-of any background color (or background image) that you've specified; thus limiting the usefulness of border alpha in many cases.""]",[0],4062075
"['As others have said you definitely want to call <code>Dispose</code> if the class implements <code>IDisposable</code>.', 'I take a fairly rigid position on this.', 'Some might claim that calling <code>Dispose</code> on <code>DataSet</code>, for example, is pointless because they disassembled it and saw that it did not do anything meaningful.', 'But, I think there are fallacies abound in that argument.', 'Read this for an interesting debate by respected individuals on the subject.', 'Then read my reasoning here why I think Jeffery Richter is in the wrong camp.', 'Now, on to whether or not you should set a reference to <code>null</code>.', 'The answer is no.', 'Let me illustrate my point with the following code.', 'BIGBLOCK', 'So when do you think the object referenced by <code>a</code> is eligible for collection?', 'If you said after the call to <code>a = null</code> then you are wrong.', 'If you said after the <code>Main</code> method completes then you are also wrong.', 'The correct answer is that it is eligible for collection sometime <strong>during</strong> the call to <code>DoSomething</code>.', 'That is right.', 'It is eligible <strong>before</strong> the reference is set to <code>null</code> and perhaps even before the call to <code>DoSomething</code> completes.', 'That is because the JIT compiler can recognize when object references are no longer dereferenced even if they are still rooted.']","[2, 8, 9, 10, 13, 15]",2929390
